pc1,pc2,country,segment
-2.9205405089267233,0.8932702935199462,Mozambique,High Priority
-1.8371977355130826,-1.6136689946078082,Myanmar,Developing
-1.0433747144410412,1.0028411182968007,Namibia,High Priority
-1.3070898468495726,-0.7890486310126498,Nepal,Developing
3.3791572717097313,0.1157024416841446,Netherlands,Stable / Developed
1.8157466593464624,-1.5847236873694552,New Zealand,Stable / Developed
-3.450167737011516,0.969922452257615,Niger,High Priority
-4.9120661452686765,-0.0944986845758326,Nigeria,High Priority
3.7211951316445853,-1.4472549790076878,Norway,Stable / Developed
1.1273866523714122,0.49161113599579764,Oman,Developing
-2.360347181921752,-0.4793996460991716,Pakistan,High Priority
1.163784293240642,1.1152762035505956,Panama,Developing
0.1178462243190283,0.3610311400908281,Paraguay,Developing
-0.020635451875822,-1.0866174117971668,Peru,Developing
-0.7827458706662419,-0.09649809045120951,Philippines,Developing
1.2178275360138837,-0.6591689610716244,Poland,Developing
1.8140674832663037,-1.450886536612158,Portugal,Stable / Developed
4.242296344683006,-0.19560367370630183,Qatar,Stable / Developed
0.572792704268219,-0.6373848425228663,Romania,Developing
0.16376154366827408,-1.0666784817397428,Russia,Developing
-1.6797035613689026,-1.0016286214160561,Rwanda,High Priority
-0.5628976320853294,-0.0221043959974644,Samoa,Developing
0.8559358125570664,-0.1834407586810391,Saudi Arabia,Developing
-1.9121703067898719,0.09155993466113868,Senegal,High Priority
0.8324201868879185,-0.8693259964626724,Serbia,Developing
1.6025977456332434,2.9391205701258167,Seychelles,Developing
-3.381624785588478,-0.23630151587373222,Sierra Leone,High Priority
5.783376296512422,6.682090283921622,Singapore,Stable / Developed
2.02972369957279,1.0504074455853816,Slovak Republic,Stable / Developed
2.2794917064380367,0.19527522626263275,Slovenia,Stable / Developed
-0.8062091357080191,1.303490588708547,Solomon Islands,Developing
-1.191837355829425,-0.556757164215858,South Africa,High Priority
1.9180624515345308,-0.42746824472560907,South Korea,Stable / Developed
2.019197211127391,-1.7843824558891765,Spain,Stable / Developed
-0.575572154871135,-0.9975514782350939,Sri Lanka,Developing
0.026623465166129612,-0.016064081509922317,St. Vincent and the Grenadines,Developing
-2.3194238672962326,-0.7694073280346788,Sudan,High Priority
0.171674730561721,-0.0948076408934254,Suriname,Developing
2.8183228570177126,-0.9144809676023502,Sweden,Stable / Developed
4.08854412570013,-0.4294619088701997,Switzerland,Stable / Developed
-1.2444643640093278,-0.0289174316317893,Tajikistan,Developing
-2.554049188161362,-0.2150279555098007,Tanzania,High Priority
0.926092707450652,0.8282306552663862,Thailand,Developing
-2.371970474867686,-1.17751294568932,Timor-Leste,High Priority
-1.9976422478014058,0.958361586352824,Togo,High Priority
-0.7550085380741296,-0.08789385675038942,Tonga,Developing
0.6022316119482023,0.17343570796484697,Tunisia,Developing
0.4014377045807749,-1.411989733838443,Turkey,Developing
-0.46393616539244115,1.2918734692462965,Turkmenistan,Developing
-2.854836240303581,-0.35208238218246135,Uganda,High Priority
0.30229979978487703,-0.09757106690803796,Ukraine,Developing
2.427141252940284,1.1518130739301626,United Arab Emirates,Stable / Developed
2.067989933317089,-1.5353134941962465,United Kingdom,Stable / Developed
2.6412058310387403,-2.9973644598194595,United States,Stable / Developed
0.6173125975107278,-1.4304772329442987,Uruguay,Developing
-0.8535289439327013,-0.6544851120419418,Uzbekistan,Developing
-0.8206311312965889,0.6395700721266838,Vanuatu,Developing
-0.5510355640952453,-1.2338861818339926,Venezuela,Developing
0.49852438549309475,1.3907443156342532,Vietnam,Developing
-1.8874510567821314,-0.10945301487766505,Yemen,High Priority
-2.8640639181248813,0.4859979854996442,Zambia,High Priority
